publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p859280,,2016-11-13T22:24:39.807Z,2016-11-13T22:26:58.515Z,174.1696099,-41.85501249,4.009249332,19.53125,M,,NonLinLoc,,automatic,nz3drx,27,27,19,0.1098596014,149.350127,0.8691530128,0
2016p859279,,2016-11-13T22:23:32.387Z,2016-11-13T22:29:46.252Z,175.8763562,-39.38767627,2.623553448,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,2,0.0981872537,115.0150577,0.6102731069,0
2016p859278,,2016-11-13T22:23:13.221Z,2016-11-14T02:58:32.223Z,172.6048851,-42.58714783,4.16565317,17.65625,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.3131084226,105.6811646,0.9259061046,0
2016p859277,,2016-11-13T22:22:51.557Z,2016-11-13T22:25:01.483Z,174.118353,-41.41472923,3.698705431,26.5625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1326703267,84.05055994,1.351733326,0
2016p859274,,2016-11-13T22:21:35.095Z,2016-11-13T23:45:53.126Z,172.7959313,-42.67782113,4.448570658,17.1875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.3386140667,84.3012975,0.3308782208,0
2016p859270,,2016-11-13T22:19:32.961Z,2016-11-14T02:58:26.750Z,173.2140571,-42.39115344,5.402676232,44.84375,M,,NonLinLoc,,automatic,nz3drx,160,160,66,0.2410683542,89.00815317,1.713104841,0
2016p859268,,2016-11-13T22:18:57.613Z,2016-11-13T22:27:56.140Z,175.7389169,-39.48603656,3.392290554,11.328125,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.07864276543,78.5771005,2.032023496,0
2016p859267,,2016-11-13T22:17:39.327Z,2016-11-13T23:45:17.643Z,173.9035128,-41.97402582,3.73455559,26.09375,M,,NonLinLoc,,automatic,nz3drx,25,25,15,0.2579918352,131.4147638,0.609798193,0
2016p859264,,2016-11-13T22:16:18.754Z,2016-11-13T22:19:19.108Z,175.6560607,-39.4793552,2.655362524,9.6875,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.1046087847,165.9129933,0.8196057188,0
2016p859263,,2016-11-13T22:15:14.257Z,2016-11-13T22:18:55.118Z,172.7366947,-42.72952913,4.750436655,35.9375,M,,NonLinLoc,,automatic,nz3drx,61,61,46,0.669185042,104.5298134,2.094758747,0
2016p859262,,2016-11-13T22:15:14.108Z,2016-11-14T02:57:37.435Z,172.702699,-42.70851299,4.714851493,35.9375,M,,NonLinLoc,,automatic,nz3drx,63,63,36,0.6821392097,100.9186127,2.078008012,0
2016p859261,,2016-11-13T22:14:21.901Z,2016-11-13T22:16:30.220Z,175.793246,-40.41379722,2.930695513,18.125,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.5192921265,140.842029,1.25502225,0
2016p859260,,2016-11-13T22:13:44.082Z,2016-11-13T23:45:03.789Z,174.0090426,-41.97377441,4.265808642,10.15625,M,,NonLinLoc,,automatic,nz3drx,83,83,27,0.2718874114,136.3898487,2.669053925,0
2016p859253,,2016-11-13T22:10:18.527Z,2016-11-13T23:44:43.269Z,174.0944969,-41.90119551,3.605501825,64.0625,M,,NonLinLoc,,automatic,nz3drx,25,25,17,0.1758719191,150.71112,1.626331847,0
2016p859245,,2016-11-13T22:05:43.217Z,2016-11-13T22:08:16.651Z,174.3879076,-41.71794382,4.053212017,14.84375,M,,NonLinLoc,,automatic,nz3drx,44,44,34,0.1343005598,129.0624132,2.470827378,0
2016p859235,,2016-11-13T22:00:33.922Z,2016-11-13T23:44:16.397Z,174.2214808,-41.75643434,3.325572799,13.90625,M,,NonLinLoc,,automatic,nz3drx,40,40,18,0.007943774419,160.5950448,1.336356283,0
2016p859229,earthquake,2016-11-13T21:57:40.326Z,2016-11-13T22:10:57.911Z,173.882309,-42.38105392,4.712679153,7.374839783,M,,LOCSAT,confirmed,manual,iasp91,78,75,114,0.6656807065,149.4024734,0.8004472577,0
2016p859226,,2016-11-13T21:56:09.797Z,2016-11-13T21:58:39.976Z,173.9054804,-42.24271632,3.698397834,49.0625,M,,NonLinLoc,,automatic,nz3drx,22,22,17,0.8820631491,145.011995,0.7345329721,0
2016p859222,,2016-11-13T21:53:57.382Z,2016-11-13T21:56:59.037Z,175.742353,-39.55533063,2.557818348,20.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,9,0.2580085358,232.4590941,1.238784428,0
2016p859220,,2016-11-13T21:52:55.505Z,2016-11-14T02:55:26.670Z,173.2189197,-42.62496227,3.917520297,27.96875,M,,NonLinLoc,,automatic,nz3drx,74,74,36,0.3157868541,129.5604812,1.714177982,0
2016p859215,,2016-11-13T21:49:55.609Z,2016-11-13T23:43:29.683Z,174.0517826,-41.97836087,3.723574485,24.21875,M,,NonLinLoc,,automatic,nz3drx,50,50,31,0.2590991053,142.7398684,1.444471008,0
2016p859210,,2016-11-13T21:47:24.038Z,2016-11-13T21:49:30.590Z,174.2530175,-41.71064796,3.73756595,9.21875,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.04984784681,137.0831694,0.3085643927,0
2016p859207,earthquake,2016-11-13T21:45:31.799Z,2016-11-13T22:42:16.483Z,174.2699991,-41.6585964,4.410658482,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,37,24,18,0.1016845941,121.8706459,1.28313382,0
2016p859206,,2016-11-13T21:45:00.796Z,2016-11-13T21:47:12.589Z,173.6563034,-42.24213537,4.497615147,47.1875,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.1948021069,163.288145,1.030749102,0
2016p859204,earthquake,2016-11-13T21:44:04.731Z,2016-11-13T22:02:37.010Z,174.1652033,-41.67803999,3.645564769,15.78125,M,,NonLinLoc,confirmed,manual,nz3drx,21,13,10,0.08081827983,106.1183858,0.6486583079,0
2016p859202,,2016-11-13T21:43:21.663Z,2016-11-13T23:43:01.256Z,173.4216166,-42.53570227,3.462198479,35.9375,M,,NonLinLoc,,automatic,nz3drx,28,28,16,0.51722051,152.2778993,1.093486344,0
2016p859200,,2016-11-13T21:42:28.348Z,2016-11-13T23:42:56.274Z,174.9387288,-41.35385936,2.636746936,10.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,8,0.2398016172,91.74832677,1.344517521,0
2016p859199,,2016-11-13T21:41:21.958Z,2016-11-13T21:43:32.967Z,174.2586779,-41.71415065,2.988300677,10.15625,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.04981779578,136.951181,0.8554910395,0
2016p859193,earthquake,2016-11-13T21:38:03.998Z,2016-11-13T22:16:12.563Z,173.3591766,-42.53231812,4.20223912,16.07390022,M,,LOCSAT,confirmed,manual,iasp91,23,18,29,0.1766677946,141.4354973,0.2693238365,0
2016p859192,,2016-11-13T21:37:54.321Z,2016-11-13T21:40:24.279Z,174.3651469,-41.64137343,3.658797,9.921875,M,,NonLinLoc,,automatic,nz3drx,31,31,22,0.1582774021,134.8083633,0.90361294,0
2016p859187,,2016-11-13T21:35:01.601Z,2016-11-13T23:42:30.889Z,174.125652,-41.65352116,4.14862931,6.40625,M,,NonLinLoc,,automatic,nz3drx,41,41,22,0.1166917107,71.78531882,2.618605596,0
2016p859183,,2016-11-13T21:32:20.540Z,2016-11-13T23:42:19.242Z,172.9378616,-42.65521842,3.348061982,19.0625,M,,NonLinLoc,,automatic,nz3drx,18,18,13,0.3201597473,135.5454059,0.7870097496,0
2016p859182,,2016-11-13T21:32:08.963Z,2016-11-13T21:34:50.157Z,174.8461942,-40.8691249,2.919879368,5.9375,M,,NonLinLoc,,automatic,nz3drx,30,30,18,0.0488209549,155.2164766,1.796455775,0
2016p859180,,2016-11-13T21:31:43.703Z,2016-11-13T21:33:34.100Z,173.5942454,-42.0067009,3.223224289,17.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.3594281281,159.7460171,1.196697358,0
2016p859173,,2016-11-13T21:27:36.082Z,2016-11-13T21:29:43.688Z,176.3159671,-39.14600167,2.377998029,5.9375,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1373468749,167.4249379,1.160000053,0
2016p859170,earthquake,2016-11-13T21:26:44.091Z,2016-11-13T21:58:58.016Z,174.1877441,-41.71240234,3.985322937,8.22086525,M,,LOCSAT,confirmed,manual,iasp91,23,16,99,0.04146588221,71.71908569,0.4132711992,0
2016p859169,,2016-11-13T21:25:10.092Z,2016-11-13T21:27:22.516Z,173.7887056,-42.19259489,3.708252622,43.4375,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.2909102509,160.0909916,0.5169314704,0
2016p859168,,2016-11-13T21:24:50.770Z,2016-11-13T21:27:16.281Z,175.131744,-41.28951484,2.947345999,8.28125,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.1534909834,109.0083828,1.333417083,0
2016p859163,,2016-11-13T21:22:35.271Z,2016-11-13T23:41:44.713Z,175.6893192,-39.54872189,2.028573779,11.09375,M,,NonLinLoc,,automatic,nz3drx,20,20,12,0.1500116582,108.1914447,0.7210831102,0
2016p859162,,2016-11-13T21:21:45.731Z,2016-11-13T21:23:51.146Z,173.6570971,-42.00186304,3.400831651,24.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.3297722909,168.6318098,0.4901201119,0
2016p859159,,2016-11-13T21:20:11.718Z,2016-11-13T23:41:36.856Z,173.2271707,-42.34980828,3.55094855,9.6875,M,,NonLinLoc,,automatic,nz3drx,13,13,9,0.6322826569,193.7058497,1.652902093,0
2016p859156,,2016-11-13T21:19:06.613Z,2016-11-13T21:22:16.537Z,175.6150051,-39.30554184,2.518248004,5.234375,M,,NonLinLoc,,automatic,nz3drx,37,37,13,0.0269648967,41.42219406,1.803018288,0
2016p859155,,2016-11-13T21:18:12.094Z,2016-11-13T21:20:28.112Z,173.6798603,-42.05425816,4.150253065,17.65625,M,,NonLinLoc,,automatic,nz3drx,16,16,13,0.3690327656,142.8573217,0.9893044115,0
2016p859153,,2016-11-13T21:17:11.120Z,2016-11-13T23:41:25.649Z,173.8478797,-42.09253634,4.15176853,19.53125,M,,NonLinLoc,,automatic,nz3drx,25,25,19,0.3766733606,140.5175169,1.183869351,0
2016p859152,,2016-11-13T21:16:33.750Z,2016-11-13T21:18:44.134Z,173.0915317,-41.67152639,3.749910834,71.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.5871320143,151.403694,1.414363818,0
2016p859147,,2016-11-13T21:13:24.590Z,2016-11-13T23:41:16.836Z,174.0870312,-42.19628188,4.352326405,14.84375,M,,NonLinLoc,,automatic,nz3drx,68,68,30,0.4566587738,151.8672791,2.392150269,0
2016p859146,,2016-11-13T21:12:56.185Z,2016-11-13T21:15:19.390Z,175.1426524,-40.56775933,3.901234762,40.625,M,,NonLinLoc,,automatic,nz3drx,10,10,8,1.385563207,143.329946,1.167066376,0
2016p859145,earthquake,2016-11-13T21:12:28.966Z,2016-11-13T22:06:36.237Z,174.1649933,-41.68651199,4.085873196,7.045428276,M,,LOCSAT,confirmed,manual,iasp91,24,21,53,0.07236593217,73.3223877,0.7528200824,0
2016p859140,,2016-11-13T21:10:19.091Z,2016-11-13T21:13:29.420Z,174.3687147,-41.72238503,3.831142602,5.9375,M,,NonLinLoc,,automatic,nz3drx,54,54,40,0.1192609766,167.9826195,2.093337248,0
2016p859137,,2016-11-13T21:08:45.136Z,2016-11-13T23:41:07.156Z,174.2985434,-41.69530203,3.810579535,21.40625,M,,NonLinLoc,,automatic,nz3drx,28,28,18,0.3163821903,131.0575451,0.8779370462,0
2016p859132,,2016-11-13T21:06:59.383Z,2016-11-13T21:09:43.746Z,174.7834864,-40.26681844,3.924063707,35.9375,M,,NonLinLoc,,automatic,nz3drx,28,28,12,0.6190703971,169.3700123,2.013569671,0
2016p859130,,2016-11-13T21:04:29.028Z,2016-11-13T23:41:02.707Z,173.8881436,-42.19382389,3.851406496,23.28125,M,,NonLinLoc,,automatic,nz3drx,25,25,18,0.3419905498,143.0831972,0.7517191765,0
2016p859128,,2016-11-13T21:03:40.034Z,2016-11-13T21:06:12.568Z,173.2799413,-42.6350737,3.562352125,10.625,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.2912310724,147.2695752,0.838467172,0
2016p859123,,2016-11-13T21:01:12.960Z,2016-11-13T21:03:40.202Z,175.2059183,-40.27281819,3.487010032,24.6875,M,,NonLinLoc,,automatic,nz3drx,18,18,14,0.8500726821,163.3525655,2.084956077,0
2016p859122,earthquake,2016-11-13T21:00:21.157Z,2016-11-13T22:03:26.399Z,172.8530121,-42.72054291,4.431545359,12.44107628,M,,LOCSAT,confirmed,manual,iasp91,78,73,106,0.2805745602,92.37254715,0.8352572468,0
2016p859120,,2016-11-13T20:59:13.882Z,2016-11-13T23:40:34.618Z,172.767194,-42.69869204,4.319290186,12.03125,M,,NonLinLoc,,automatic,nz3drx,26,26,18,0.3329476586,80.21242205,0.7823358574,0
2016p859116,,2016-11-13T20:58:19.999Z,2016-11-13T21:41:00.574Z,175.6557237,-39.53019729,2.337286918,6.640625,M,,NonLinLoc,,automatic,nz3drx,42,42,25,0.1449233952,167.085905,1.118082256,0
2016p859117,,2016-11-13T20:57:44.536Z,2016-11-13T21:01:21.295Z,172.7516076,-43.0037446,3.25207504,26.5625,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.1874531631,102.6426388,1.951659272,0
2016p859114,,2016-11-13T20:56:16.387Z,2016-11-13T20:58:13.452Z,174.2677874,-41.61098606,3.020112916,11.09375,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.3005704358,193.7346824,0.5347162168,0
2016p859112,,2016-11-13T20:55:20.433Z,2016-11-13T20:56:51.612Z,176.7257277,-39.09765664,2.963066973,8.515625,M,,NonLinLoc,,automatic,nz3drx,28,28,20,0.1968032155,42.27358631,0.4901472598,0
2016p859110,,2016-11-13T20:54:18.814Z,2016-11-13T23:40:29.932Z,173.9618992,-42.1192227,3.636304582,12.03125,M,,NonLinLoc,,automatic,nz3drx,13,13,9,0.4069307043,179.1957558,0.8965796242,0
2016p859107,,2016-11-13T20:52:18.082Z,2016-11-13T20:55:49.184Z,177.0685252,-39.00229623,3.660382161,34.0625,M,,NonLinLoc,,automatic,nz3drx,20,20,13,0.469048635,106.9471046,1.000016183,0
2016p859105,earthquake,2016-11-13T20:51:21.497Z,2016-11-13T22:01:36.687Z,173.0391083,-42.17635727,5.073205587,82.04272461,M,,LOCSAT,confirmed,manual,iasp91,112,107,81,0.7759850621,108.8480225,0.8476493168,0
2016p859101,,2016-11-13T20:49:23.100Z,2016-11-13T20:52:19.200Z,176.5227652,-38.89229953,2.974016046,7.8125,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.2957615152,170.6933652,1.535134794,0
2016p859099,earthquake,2016-11-13T20:48:25.418Z,2016-11-13T21:58:54.816Z,174.2315369,-41.79859543,4.384823515,16.65014267,M,,LOCSAT,confirmed,manual,iasp91,40,35,6,0.05128268525,130.0835953,0.7416414643,0
2016p859097,,2016-11-13T20:47:18.129Z,2016-11-13T23:39:35.006Z,174.2027194,-41.79925991,4.470969183,18.59375,M,,NonLinLoc,,automatic,nz3drx,23,23,17,0.2563613395,130.0309941,1.277345794,0
2016p859091,earthquake,2016-11-13T20:44:22.721Z,2016-11-13T21:56:12.469Z,173.9169312,-42.36736679,4.632468925,12.14885807,M,,LOCSAT,confirmed,manual,iasp91,47,43,123,0.2841777503,150.2203636,0.9119001607,0
2016p859090,,2016-11-13T20:43:25.446Z,2016-11-13T20:45:41.768Z,173.8829069,-41.90668142,3.773838335,17.65625,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.1900710965,179.7800853,1.03217416,0
2016p859084,,2016-11-13T20:39:58.630Z,2016-11-13T20:42:37.510Z,173.1485848,-42.52111056,3.422109612,22.8125,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.454018293,146.0275218,0.4206442939,0
2016p859080,,2016-11-13T20:38:18.949Z,2016-11-13T23:38:51.359Z,174.0960734,-42.05473293,3.898592896,9.6875,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.3175458084,178.9445323,2.408888095,0
2016p859078,,2016-11-13T20:37:10.314Z,2016-11-13T20:39:36.777Z,173.086128,-41.77819367,3.918182388,24.6875,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.6012955513,148.6250042,1.257514153,0
2016p859077,,2016-11-13T20:36:50.431Z,2016-11-13T20:39:25.959Z,174.1805052,-41.82363351,3.981497307,26.5625,M,,NonLinLoc,,automatic,nz3drx,23,23,17,0.07741079036,200.9603258,1.269993248,0
2016p859075,earthquake,2016-11-13T20:35:31.080Z,2016-11-13T21:53:37.800Z,174.2844391,-41.69908142,4.094626625,9.95266819,M,,LOCSAT,confirmed,manual,iasp91,33,24,41,0.07269089669,135.5490036,0.7274569453,0
2016p859074,,2016-11-13T20:34:52.113Z,2016-11-13T20:37:20.330Z,174.3546537,-41.60770123,3.893740905,9.921875,M,,NonLinLoc,,automatic,nz3drx,23,23,15,0.1786736464,129.9774798,0.8172963783,0
2016p859072,,2016-11-13T20:34:01.246Z,2016-11-13T20:36:05.466Z,175.7767859,-39.46967948,2.333683425,30.3125,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.2334571586,117.2823432,0.9217147881,0
2016p859070,not locatable,2016-11-13T20:33:07.830Z,2016-11-13T21:51:50.138Z,173.4102478,-42.54023743,4.087327639,37.49744415,M,,LOCSAT,confirmed,manual,iasp91,40,39,27,0.5086558461,135.2693176,0.9339060066,0
2016p859065,,2016-11-13T20:30:10.191Z,2016-11-13T23:38:20.976Z,174.1167504,-42.3289484,3.796346851,28.4375,M,,NonLinLoc,,automatic,nz3drx,33,33,18,0.4363615085,160.641551,1.501815543,0
2016p859061,,2016-11-13T20:28:12.112Z,2016-11-13T20:30:25.312Z,175.1084555,-40.46000828,3.555289561,29.375,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.7731732524,129.0456099,1.067940935,0
2016p859060,earthquake,2016-11-13T20:27:23.056Z,2016-11-13T21:49:08.979Z,172.8035583,-42.69825745,4.514703073,8.586598396,M,,LOCSAT,confirmed,manual,iasp91,28,26,11,0.3182194233,92.08096695,0.7455016364,0
2016p859059,,2016-11-13T20:26:53.441Z,2016-11-13T20:28:58.295Z,174.3167857,-41.73921137,3.587435633,11.09375,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.07769765014,184.9354948,0.6606712269,0
2016p859058,,2016-11-13T20:26:14.694Z,2016-11-13T20:28:38.680Z,174.2489632,-42.52964645,4.419701473,29.375,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.5345819065,192.1499066,2.444663684,0
2016p859055,,2016-11-13T20:24:42.199Z,2016-11-13T20:26:30.882Z,174.2048681,-41.74343473,3.535764781,10.390625,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.009888638439,79.41590724,0.2745254143,0
2016p859052,,2016-11-13T20:23:10.059Z,2016-11-13T20:26:15.811Z,175.7804745,-39.46395619,3.791403747,8.046875,M,,NonLinLoc,,automatic,nz3drx,46,46,35,0.05877925359,213.4640189,1.43939191,0
2016p859051,earthquake,2016-11-13T20:22:14.732Z,2016-11-13T21:33:31.369Z,173.8154907,-42.31261444,4.9950609,11.40842819,M,,LOCSAT,confirmed,manual,iasp91,32,26,39,0.2294984013,145.4064331,0.7150294713,0
2016p859050,,2016-11-13T20:22:07.022Z,2016-11-13T20:24:35.770Z,175.7647296,-39.71439303,4.042996997,5.46875,M,,NonLinLoc,,automatic,nz3drx,32,32,25,0.5932217871,107.2698419,2.559325451,0
2016p859048,earthquake,2016-11-13T20:21:27.219Z,2016-11-14T00:17:58.646Z,174.3292084,-41.70890045,4.718770452,11.40625095,M,,LOCSAT,confirmed,manual,iasp91,36,32,24,0.0952173546,137.9871063,0.7272028953,0
2016p859041,,2016-11-13T20:17:20.430Z,2016-11-13T20:19:22.624Z,174.2756627,-41.72465872,3.835301949,9.21875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.05318849145,162.5081607,0.3272969549,0
2016p859036,,2016-11-13T20:14:54.008Z,2016-11-13T23:37:27.743Z,173.8941038,-42.23571093,4.9528663,45.3125,M,,NonLinLoc,,automatic,nz3drx,113,113,58,0.3196709473,154.2813337,1.781071827,0
2016p859034,,2016-11-13T20:13:43.880Z,2016-11-13T20:17:09.661Z,174.1484391,-41.83103553,4.339175888,12.03125,M,,NonLinLoc,,automatic,nz3drx,24,24,17,0.09459790144,146.9702873,2.470387052,0
2016p859028,,2016-11-13T20:10:45.933Z,2016-11-13T20:14:17.632Z,175.8073159,-40.00409966,3.993902969,19.0625,M,,NonLinLoc,,automatic,nz3drx,47,47,35,0.3166862102,130.2813337,2.127193697,0
2016p859027,,2016-11-13T20:10:00.139Z,2016-11-13T23:37:02.461Z,173.7220164,-42.10221206,4.648608801,18.59375,M,,NonLinLoc,,automatic,nz3drx,99,99,35,0.3426346387,131.6669299,1.831421733,0
2016p859024,,2016-11-13T20:08:12.247Z,2016-11-13T20:10:30.576Z,176.1195914,-38.89330516,2.83313012,26.5625,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.2551349984,235.9590379,0.925747434,0
2016p859023,,2016-11-13T20:07:57.362Z,2016-11-13T20:10:56.567Z,174.2106148,-42.45179397,4.57886967,19.0625,M,,NonLinLoc,,automatic,nz3drx,20,20,16,0.4965149156,171.738285,1.742814927,0
2016p859022,,2016-11-13T20:07:31.241Z,2016-11-13T21:18:56.261Z,174.4619245,-40.91107905,3.827369898,19.0625,M,,NonLinLoc,,automatic,nz3drx,75,75,32,0.3430552342,103.689869,2.872609546,0
2016p859021,,2016-11-13T20:06:36.364Z,2016-11-13T20:08:39.111Z,174.3071459,-41.67887234,3.509955104,10.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.1006828256,135.0577099,0.2699935148,0
2016p859015,,2016-11-13T20:03:48.448Z,2016-11-13T20:06:24.503Z,176.2022592,-40.33602289,3.16292142,9.6875,M,,NonLinLoc,,automatic,nz3drx,13,13,11,0.2385749952,242.1880849,0.9301481938,0
2016p859014,,2016-11-13T20:03:10.751Z,2016-11-13T23:36:28.081Z,174.2466178,-41.71212837,4.06152754,9.6875,M,,NonLinLoc,,automatic,nz3drx,75,75,23,0.04589783205,133.4124575,2.332645274,0
2016p859013,,2016-11-13T20:02:13.781Z,2016-11-13T20:04:15.567Z,174.1061455,-41.78308163,3.688684815,16.71875,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.08710542958,223.0715695,0.4503144368,0
2016p859010,,2016-11-13T20:01:02.497Z,2016-11-13T20:03:28.906Z,174.0352432,-42.61688416,3.755291132,25.625,M,,NonLinLoc,,automatic,nz3drx,17,17,13,0.4155899407,190.306458,2.012938432,0
2016p859006,,2016-11-13T19:59:21.063Z,2016-11-13T20:01:13.128Z,175.502648,-39.27461259,1.484907165,5.9375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.04308523702,151.9946057,1.163235465,0
2016p859005,,2016-11-13T19:58:22.972Z,2016-11-13T20:00:29.067Z,173.6077416,-42.23404623,3.707507281,30.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.5560656029,151.9568874,0.9299608155,0
2016p859004,,2016-11-13T19:57:53.994Z,2016-11-13T20:00:06.815Z,174.1159619,-41.8000532,3.310852052,10.15625,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.08874897389,149.2831482,0.3069188495,0
2016p859001,,2016-11-13T19:55:54.124Z,2016-11-13T21:14:14.865Z,174.276152,-41.70048345,3.869791331,9.921875,M,,NonLinLoc,,automatic,nz3drx,49,49,24,0.06884378181,136.2079307,1.72913129,0
2016p858996,,2016-11-13T19:53:27.711Z,2016-11-13T19:56:13.374Z,174.2437658,-38.91263453,3.2456275,40.625,M,,NonLinLoc,,automatic,nz3drx,26,26,17,0.1754378374,150.7391227,2.367302563,0
2016p858994,,2016-11-13T19:52:36.463Z,2016-11-13T23:35:38.101Z,174.1301793,-42.07574908,4.174941968,17.1875,M,,NonLinLoc,,automatic,nz3drx,45,45,21,0.3317804371,145.6385598,2.378126333,0
2016p858993,,2016-11-13T19:51:51.842Z,2016-11-13T19:54:29.039Z,174.3110782,-41.67314905,3.873784503,5.234375,M,,NonLinLoc,,automatic,nz3drx,20,20,15,0.1068994609,122.7598596,1.151616395,0
2016p858988,,2016-11-13T19:48:53.547Z,2016-11-13T23:35:19.518Z,174.3054548,-41.73220599,3.901344629,15.78125,M,,NonLinLoc,,automatic,nz3drx,30,30,18,0.07094868269,127.8082562,0.7677561452,0
2016p858986,,2016-11-13T19:48:07.334Z,2016-11-13T19:51:04.151Z,174.2712333,-41.7545573,3.802272044,16.71875,M,,NonLinLoc,,automatic,nz3drx,50,50,35,0.0428075905,141.2259369,1.278219501,0
2016p858983,,2016-11-13T19:46:31.907Z,2016-11-13T19:48:54.337Z,174.1592317,-41.71790475,3.367984658,11.09375,M,,NonLinLoc,,automatic,nz3drx,13,13,9,0.05203935623,84.74562623,0.3059640797,0
2016p858980,,2016-11-13T19:44:45.150Z,2016-11-13T23:35:07.403Z,173.703624,-42.33695941,3.902125208,43.4375,M,,NonLinLoc,,automatic,nz3drx,35,35,22,0.1454979849,142.2630026,1.773121207,0
2016p858977,,2016-11-13T19:43:14.389Z,2016-11-13T23:35:03.215Z,173.246876,-42.53230575,3.906138728,21.40625,M,,NonLinLoc,,automatic,nz3drx,34,34,15,0.2452775926,124.9364609,1.017521278,0
2016p858975,,2016-11-13T19:42:12.817Z,2016-11-13T23:34:56.687Z,172.7893987,-42.67930154,3.761123774,18.59375,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.3398716386,101.1521696,0.9305821969,0
2016p858969,,2016-11-13T19:39:03.737Z,2016-11-13T19:42:09.193Z,175.8299551,-38.83776492,3.325532719,13.4375,M,,NonLinLoc,,automatic,nz3drx,15,15,10,0.1995413652,128.0955083,1.087570337,0
2016p858968,earthquake,2016-11-13T19:38:09.201Z,2016-11-14T00:25:46.502Z,174.3142242,-41.71123123,4.869778194,11.1289587,M,,LOCSAT,confirmed,manual,iasp91,36,33,25,0.08410257101,137.7220383,0.6537963132,0
2016p858964,,2016-11-13T19:36:06.716Z,2016-11-13T19:38:05.188Z,174.250999,-41.93246832,3.605307734,5.9375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1834374435,172.037506,2.169378286,0
2016p858957,earthquake,2016-11-13T19:32:43.733Z,2016-11-13T19:38:01.911Z,173.9470087,-42.17551715,4.509607508,23.28125,M,,NonLinLoc,confirmed,manual,nz3drx,36,35,18,0.3874593914,144.866657,0.8121264009,0
2016p858954,,2016-11-13T19:31:13.646Z,2016-11-13T23:33:56.678Z,174.0004936,-42.19209208,4.678091746,37.8125,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.4833587857,206.7036934,0.751929138,0
2016p858950,earthquake,2016-11-13T19:28:44.131Z,2016-11-13T19:34:44.642Z,174.3423872,-41.73328975,5.101627812,8.28125,M,,NonLinLoc,confirmed,manual,nz3drx,37,33,25,0.09760065847,129.8359231,0.8167293996,0
2016p858943,,2016-11-13T19:25:08.371Z,2016-11-13T23:33:35.190Z,173.8669688,-42.2899831,4.296938269,35.46875,M,,NonLinLoc,,automatic,nz3drx,66,66,43,0.2740451418,145.5700371,1.153756143,0
2016p858941,,2016-11-13T19:23:55.809Z,2016-11-13T23:33:25.457Z,173.3435618,-42.55346713,3.653684661,5.9375,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.1996518264,143.6681385,1.387234283,0
